Datetime,symbol,price,volume
2021-07-09 13:53:00-04:00,GOOGL,2509.5,536
2021-07-09 13:53:00-04:00,MSFT,277.2430114746094,15321
2021-07-09 13:54:00-04:00,GOOGL,2509.425048828125,1199
2021-07-09 13:54:00-04:00,MSFT,277.2349853515625,16491
2021-07-09 13:55:00-04:00,MSFT,277.19500732421875,18921
2021-07-09 13:56:00-04:00,GOOGL,2509.2275390625,1217
2021-07-09 13:56:00-04:00,MSFT,277.1830139160156,23048
2021-07-09 13:57:00-04:00,GOOGL,2508.179931640625,3248
2021-07-09 13:57:00-04:00,MSFT,277.239990234375,23355
2021-07-09 13:58:00-04:00,GOOGL,2508.929931640625,940
2021-07-09 13:58:00-04:00,MSFT,277.30999755859375,25988
2021-07-09 13:59:00-04:00,GOOGL,2508.550048828125,2542
2021-07-09 13:59:00-04:00,MSFT,277.3599853515625,18420
2021-07-09 14:00:00-04:00,GOOGL,2509.969970703125,1189
2021-07-09 14:00:00-04:00,MSFT,277.3500061035156,14571
2021-07-09 14:01:00-04:00,GOOGL,2510.284912109375,1182
2021-07-09 14:01:00-04:00,MSFT,277.3800048828125,17490
2021-07-09 14:02:00-04:00,GOOGL,2510.284912109375,528
2021-07-09 14:02:00-04:00,MSFT,277.489990234375,27568
2021-07-09 14:03:00-04:00,GOOGL,2509.97509765625,500
2021-07-09 14:03:00-04:00,MSFT,277.4801025390625,18536
2021-07-09 14:04:00-04:00,GOOGL,2510.0,2707
2021-07-09 14:04:00-04:00,MSFT,277.4599914550781,22732
2021-07-09 14:05:00-04:00,MSFT,277.43499755859375,19318
2021-07-09 14:06:00-04:00,MSFT,277.46990966796875,16720
2021-07-09 14:07:00-04:00,GOOGL,2510.324951171875,1736
2021-07-09 14:07:00-04:00,MSFT,277.45001220703125,43109
2021-07-09 14:08:00-04:00,GOOGL,2510.68994140625,2922
2021-07-09 14:08:00-04:00,MSFT,277.3915100097656,28514
2021-07-09 14:09:00-04:00,GOOGL,2510.860107421875,2929
2021-07-09 14:09:00-04:00,MSFT,277.4100036621094,17892
2021-07-09 14:10:00-04:00,GOOGL,2510.56005859375,809
2021-07-09 14:10:00-04:00,MSFT,277.3399963378906,16347
2021-07-09 14:11:00-04:00,GOOGL,2510.89990234375,2865
2021-07-09 14:11:00-04:00,MSFT,277.260009765625,19271
2021-07-09 14:12:00-04:00,GOOGL,2511.010009765625,1531
2021-07-09 14:12:00-04:00,MSFT,277.2099914550781,25212
2021-07-09 14:13:00-04:00,GOOGL,2509.52001953125,1855
2021-07-09 14:13:00-04:00,MSFT,277.1499938964844,29430
2021-07-09 14:14:00-04:00,GOOGL,2509.3798828125,2210
2021-07-09 14:14:00-04:00,MSFT,277.07000732421875,28992
2021-07-09 14:15:00-04:00,GOOGL,2509.489990234375,810
